Name,Size,Type,Alignment,AC,HP,Speed,Challenge_Rating,XP,STR,STR_Mod,DEX,DEX_Mod,CON,CON_Mod,INT,INT_Mod,WIS,WIS_Mod,CHA,CHA_Mod,Saving_Throws,Skills,Passive_Perception,Senses,Languages,Vulnerabilities,Damage_Vulnerabilities,Resistances,Immunities,Condition_Immunities,Habitat,Treasure,Gear,Traits,Actions,Reactions,Bonus_Actions,Legendary_Actions,Legendary_Actions_Num,Legendary_Actions_Desc,Source_Name,Image_URL
Invisible Stalker,Medium,elemental,Neutral,14,104 (16d8+32),"50 ft., fly 50 ft. (hover)",6,"2,300",16,+3,19,+4,14,+2,10,+0,15,+2,11,+0,,"Perception +8, Stealth +10",18,Darkvision 60 Ft.,"Auran, Understands Common But Doesn't Speak It",,,"Bludgeoning, Piercing, and Slashing From Nonmagical Attacks",Poison,"Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious",,,,Invisibility: The stalker is invisible. | Faultless Tracker: The stalker is given a quarry by its summoner. The stalker knows the direction and distance to its quarry as long as the two of them are on the same plane of existence. The stalker also knows the location of its summoner.,Multiattack: The stalker makes two slam attacks. | Slam: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390065114/RhYFjpJUpcuLu8K7bHU44w/original.png
Iron Golem,Large,construct,Unaligned,20 (Natural Armor),210 (20d10+100),30 ft.,16,"15,000",24,+7,9,-1,20,+5,3,-4,11,+0,1,-5,,,10,Darkvision 120 Ft.,Understands The Languages Of Its Creator But Can't Speak,,,,"Fire, Poison, Psychic; Bludgeoning, Piercing, and Slashing From Nonmagical Attacks That Aren't Adamantine","Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned",,,,"Fire Absorption: Whenever the golem is subjected to fire damage, it takes no damage and instead regains a number of hit points equal to the fire damage dealt. | Immutable Form: The golem is immune to any spell or effect that would alter its form. | Magic Resistance: The golem has advantage on saving throws against spells and other magical effects. | Magic Weapons: The golem's weapon attacks are magical.","Multiattack: The golem makes two melee attacks. | Slam:  | Sword:  | Poison Breath (Recharge 6): The golem exhales poisonous gas in a 15-foot cone. Each creature in that area must make a DC 19 Constitution saving throw, taking 45 (10d8) poison damage on a failed save, or half as much damage on a successful one.",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390065132/cP4ztgWnnbPiuuJjPnlwyA/original.png
Jackal,Small,beast,Unaligned,12,3 (1d6),40 ft.,0,10,8,-1,15,+2,11,+0,3,-4,12,+1,6,-2,,Perception +3,13,,,,,,,,,,,Keen Hearing and Smell: The jackal has advantage on Wisdom (Perception) checks that rely on hearing or smell. | Pack Tactics: The jackal has advantage on an attack roll against a creature if at least one of the jackal's allies is within 5 ft. of the creature and the ally isn't incapacitated.,Bite: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390065359/NS9Vj8haRc3UorUtZOU89Q/original.png
Killer Whale,Huge,beast,Unaligned,12 (Natural Armor),90 (12d12+12),Swim 60 ft.,3,700,19,+4,10,+0,13,+1,3,-4,12,+1,7,-2,,Perception +3,13,Blindsight 120 Ft.,,,,,,,,,,Echolocation: The whale can't use its blindsight while deafened. | Hold Breath: The whale can hold its breath for 30 minutes | Keen Hearing: The whale has advantage on Wisdom (Perception) checks that rely on hearing.,Bite: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390065365/S20Yljnu8-gr6-XVv5LtGg/original.png
Knight,Medium,humanoid (any race),Any Alignment,18 (Plate),52 (8d8+16),30 ft.,3,700,16,+3,11,+0,14,+2,11,+0,11,+0,15,+2,"Con +4, Wis +2",,10,,Any One Language (Usually Common),,,,,,,,,Brave: The knight has advantage on saving throws against being frightened.,"Multiattack: The knight makes two melee attacks. | Greatsword:  | Heavy Crossbow:  | Leadership (Recharges after a Short or Long Rest): For 1 minute, the knight can utter a special command or warning whenever a nonhostile creature that it can see within 30 ft. of it makes an attack roll or a saving throw. The creature can add a d4 to its roll provided it can hear and understand the knight. A creature can benefit from only one Leadership die at a time. This effect ends if the knight is incapacitated.","Parry: The knight adds 2 to its AC against one melee attack that would hit it. To do so, the knight must see the attacker and be wielding a melee weapon.",,,,,Free Basic Rules (2014),https://files.d20.io/images/390065374/Cn79Uy5uU1znIa-d9r_dDQ/original.png
Kobold,Small,humanoid (kobold),Lawful Evil,12,5 (2d6-2),30 ft.,1/8,25,7,-2,15,+2,9,-1,8,-1,7,-2,8,-1,,,8,Darkvision 60 Ft.,"Common, Draconic",,,,,,,,,"Sunlight Sensitivity: While in sunlight, the kobold has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight. | Pack Tactics: The kobold has advantage on an attack roll against a creature if at least one of the kobold's allies is within 5 ft. of the creature and the ally isn't incapacitated.",Dagger:  | Sling: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390065390/c9xfEhjuslpK4cAFAw7A7A/original.png
Kraken,Gargantuan,monstrosity (titan),Chaotic Evil,18 (Natural Armor),472 (27d20+189),"20 ft., swim 60 ft.",23,"50,000",30,+10,11,+0,25,+7,22,+6,18,+4,20,+5,"Str +17, Dex +7, Con +14, Int +13, Wis +11",,14,Truesight 120 Ft.,"Understands Abyssal, Celestial, Infernal, And Primordial But Can't Speak, Telepathy 120 Ft.",,,,"Lightning; Bludgeoning, Piercing, and Slashing From Nonmagical Attacks","Frightened, Paralyzed",,,,"Amphibious: The kraken can breathe air and water. | Freedom of Movement: The kraken ignores difficult terrain, and magical effects can't reduce its speed or cause it to be restrained. It can spend 5 feet of movement to escape from nonmagical restraints or being grappled. | Siege Monster: The kraken deals double damage to objects and structures.","Multiattack: The kraken makes three tentacle attacks, each of which it can replace with one use of Fling. | Bite: If the target is a Large or smaller creature grappled by the kraken, that creature is swallowed, and the grapple ends. While swallowed, the creature is blinded and restrained, it has total cover against attacks and other effects outside the kraken, and it takes 42 (12d6) acid damage at the start of each of the kraken's turns. If the kraken takes 50 damage or more on a single turn from a creature inside it, the kraken must succeed on a DC 25 Constitution saving throw at the end of that turn or regurgitate all swallowed creatures, which fall prone in a space within 10 feet of the kraken. If the kraken dies, a swallowed creature is no longer restrained by it and can escape from the corpse using 15 feet of movement, exiting prone | Tentacle: The target is grappled (escape dc 18) Until this grapple ends, the target is restrained. The kraken has ten tentacles, each of which can grapple one target | Fling: One Large or smaller object held or creature grappled by the kraken is thrown up to 60 feet in a random direction and knocked prone. If a thrown target strikes a solid surface, the target takes 3 (1d6) bludgeoning damage for every 10 feet it was thrown. If the target is thrown at another creature, that creature must succeed on a DC 18 Dexterity saving throw or take the same damage and be knocked prone. | Lightning Storm: The kraken magically creates three bolts of lightning, each of which can strike a target the kraken can see within 120 feet of it. A target must make a DC 23 Dexterity saving throw, taking 22 (4d10) lightning damage on a failed save, or half as much damage on a successful one.",,,"Tentacle Attack or Fling: The kraken makes one tentacle attack or uses its Fling. | Lightning Storm (Costs 2 Actions): The kraken uses Lightning Storm. | Ink Cloud (Costs 3 Actions): While underwater, the kraken expels an ink cloud in a 60-foot radius. The cloud spreads around corners, and that area is heavily obscured to creatures other than the kraken. Each creature other than the kraken that ends its turn there must succeed on a DC 23 Constitution saving throw, taking 16 (3d10) poison damage on a failed save, or half as much damage on a successful one. A strong current disperses the cloud, which otherwise disappears at the end of the kraken's next turn.",3,,Free Basic Rules (2014),https://files.d20.io/images/390065401/Afk3JICNy_u60IBk4mzTiQ/original.png
Lamia,Large,monstrosity,Chaotic Evil,13 (Natural Armor),97 (13d10+26),30 ft.,4,"1,100",16,+3,13,+1,15,+2,14,+2,15,+2,16,+3,,"Deception +7, Insight +4, Stealth +3",12,Darkvision 60 Ft.,"Abyssal, Common",,,,,,,,,"Innate Spellcasting: The lamia's innate spellcasting ability is Charisma (spell save DC 13). It can innately cast the following spells, requiring no material components. At will: disguise self (any humanoid form), major image 3/day each: charm person, mirror image, scrying, suggestion 1/day: geas","Multiattack: The lamia makes two attacks: one with its claws and one with its dagger or Intoxicating Touch. | Claws:  | Dagger:  | Intoxicating Touch: The target is magically cursed for 1 hour Until the curse ends, the target has disadvantage on Wisdom saving throws and all ability checks",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390065411/32ZMznq1nTPXjGjvbLOojQ/original.png
Lemure,Medium,fiend (devil),Lawful Evil,7,13 (3d8),15 ft.,0,10,10,+0,5,-3,11,+0,1,-5,11,+0,3,-4,,,10,Darkvision 120 Ft.,Understands Infernal But Can't Speak,,,Cold,"Fire, Poison","Charmed, Frightened, Poisoned",,,,Devil's Sight: Magical darkness doesn't impede the lemure's darkvision. | Hellish Rejuvenation: A lemure that dies in the Nine Hells comes back to life with all its hit points in 1d10 days unless it is killed by a good-aligned creature with a bless spell cast on that creature or its remains are sprinkled with holy water.,Fist: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390065434/ZNqUmgq5IqS9OsHgU5ggvg/original.png
Lich,Medium,undead,Any Evil Alignment,17 (Natural Armor),135 (18d8+54),30 ft.,21,"33,000",11,+0,16,+3,16,+3,20,+5,14,+2,16,+3,"Con +10, Int +12, Wis +9","Arcana +18, History +12, Insight +9, Perception +9",19,Truesight 120 Ft.,Common Plus Up To Five Other Languages,,,"Cold, Lightning, Necrotic","Poison; Bludgeoning, Piercing, and Slashing From Nonmagical Attacks","Charmed, Exhaustion, Frightened, Paralyzed, Poisoned",,,,"Legendary Resistance (3/Day): If the lich fails a saving throw, it can choose to succeed instead. | Rejuvenation: If it has a phylactery, a destroyed lich gains a new body in 1d10 days, regaining all its hit points and becoming active again. The new body appears within 5 feet of the phylactery. | Spellcasting: The lich is an 18th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 20, +12 to hit with spell attacks). The lich has the following wizard spells prepared:   • Cantrips (at will): mage hand, prestidigitation, ray of frost • 1st level (4 slots): detect magic, magic missile, shield, thunderwave • 2nd level (3 slots): detect thoughts, invisibility, acid arrow, mirror image • 3rd level (3 slots): animate dead, counterspell, dispel magic, fireball • 4th level (3 slots): blight, dimension door • 5th level (3 slots): cloudkill, scrying • 6th level (1 slot): disintegrate, globe of invulnerability • 7th level (1 slot): finger of death, plane shift • 8th level (1 slot): dominate monster, power word stun • 9th level (1 slot): power word kill | Turn Resistance: The lich has advantage on saving throws against any effect that turns undead.","Paralyzing Touch: The target must succeed on a DC 18 Constitution saving throw or be paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success",,,"Cantrip: The lich casts a cantrip. | Paralyzing Touch (Costs 2 Actions): The lich uses its Paralyzing Touch. | Frightening Gaze (Costs 2 Actions): The lich fixes its gaze on one creature it can see within 10 feet of it. The target must succeed on a DC 18 Wisdom saving throw against this magic or become frightened for 1 minute. The frightened target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a target's saving throw is successful or the effect ends for it, the target is immune to the lich's gaze for the next 24 hours. | Disrupt Life (Costs 3 Actions): Each non-undead creature within 20 feet of the lich must make a DC 18 Constitution saving throw against this magic, taking 21 (6d6) necrotic damage on a failed save, or half as much damage on a successful one.",3,,Free Basic Rules (2014),https://files.d20.io/images/391836295/efe2LIo1yPQD5WUM71SlRg/original.png
Lion,Large,beast,Unaligned,12,26 (4d10+4),50 ft.,1,200,17,+3,15,+2,13,+1,3,-4,12,+1,8,-1,,"Perception +3, Stealth +6",13,,,,,,,,,,,"Keen Smell: The lion has advantage on Wisdom (Perception) checks that rely on smell. | Pack Tactics: The lion has advantage on an attack roll against a creature if at least one of the lion's allies is within 5 ft. of the creature and the ally isn't incapacitated. | Pounce: If the lion moves at least 20 ft. straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the lion can make one bite attack against it as a bonus action. | Running Leap: With a 10-foot running start, the lion can long jump up to 25 ft..",Bite:  | Claw: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390065444/umoUKKvEmEtbNbCgVPalVQ/original.png
Lizard,Tiny,beast,Unaligned,10,2 (1d4),"20 ft., climb 20 ft.",0,10,2,-4,11,+0,10,+0,1,-5,8,-1,3,-4,,,9,Darkvision 30 Ft.,,,,,,,,,,,Bite: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390065452/MjQ_na3-K97DpNEP8BdAQA/original.png
Lizardfolk,Medium,humanoid (lizardfolk),Neutral,"15 (Natural Armor, Shield)",22 (4d8+4),"30 ft., swim 30 ft.",1/2,100,15,+2,10,+0,13,+1,7,-2,12,+1,7,-2,,"Perception +3, Stealth +4, Survival +5",13,,Draconic,,,,,,,,,Hold Breath: The lizardfolk can hold its breath for 15 minutes.,"Multiattack: The lizardfolk makes two melee attacks, each one with a different weapon. | Bite:  | Heavy Club:  | Javelin:  | Javelin:  | Spiked Shield: ",,,,,,Free Basic Rules (2014),https://files.d20.io/images/391961341/wdKo5a35_bDPRAuHyVgO2g/original.png
Mage,Medium,humanoid (any race),Any Alignment,12 (15 With Mage Armor),40 (9d8),30 ft.,6,"2,300",9,-1,14,+2,11,+0,17,+3,12,+1,11,+0,"Int +6, Wis +4","Arcana +6, History +6",11,,Any Four Languages,,,,,,,,,"Spellcasting: The mage is a 9th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 14, +6 to hit with spell attacks). The mage has the following wizard spells prepared:   

• Cantrips (at will): fire bolt, light, mage hand, prestidigitation 
• 1st level (4 slots): detect magic, mage armor, magic missile, shield 
• 2nd level (3 slots): misty step, suggestion 
• 3rd level (3 slots): counterspell, fireball, fly 
• 4th level (3 slots): greater invisibility, ice storm 
• 5th level (1 slot): cone of cold",Dagger (Melee):  | Dagger (Ranged): ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390065469/lyXNHaGEWPK8EjUPSdwmZw/original.png
Magma Mephit,Small,elemental,Neutral Evil,11,22 (5d6+5),"30 ft., fly 30 ft.",1/2,100,8,-1,12,+1,12,+1,7,-2,10,+0,10,+0,,Stealth +3,10,Darkvision 60 Ft.,"Ignan, Terran",Cold,,,"Fire, Poison",Poisoned,,,,"Death Burst: When the mephit dies, it explodes in a burst of lava. Each creature within 5 ft. of it must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one. | False Appearance: While the mephit remains motionless, it is indistinguishable from an ordinary mound of magma. | Innate Spellcasting (1/Day): The mephit can innately cast heat metal (spell save DC 10), requiring no material components. Its innate spellcasting ability is Charisma.","Claws:  | Fire Breath (Recharge 6): The mephit exhales a 15-foot cone of fire. Each creature in that area must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one. | Variant: Summon Mephits (1/Day): The mephit has a 25 percent chance of summoning 1d4 mephits of its kind. A summoned mephit appears in an unoccupied space within 60 feet of its summoner, acts as an ally of its summoner, and can't summon other mephits. It remains for 1 minute, until it or its summoner dies, or until its summoner dismisses it as an action.",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390065482/0vtEV_4G6vP3xXS6-QDzLA/original.png
